Entity,Code,Year,All malignant cancers combined,Brain and nervous system cancers,Leukemia,Lymphomas and multiple myeloma
Belgium,BEL,1956,6.071119,,4.4859014,0.56963825
Belgium,BEL,1957,4.5001607,,3.3931854,0.777605
Belgium,BEL,1958,6.5608788,,3.2183588,0.6996432
Belgium,BEL,1959,5.617147,,4.850669,0.5433517
Belgium,BEL,1960,7.6083837,,3.738699,0.7599939
Belgium,BEL,1961,5.8338075,,4.3152857,0.60683703
Belgium,BEL,1962,7.2825933,,5.2163444,0.6018859
Belgium,BEL,1963,7.2701354,,4.043216,0.861669
Belgium,BEL,1964,4.2480884,,4.1931467,1.1690779
Belgium,BEL,1965,6.4290705,,2.9833322,0.90797067
Belgium,BEL,1966,6.8813653,,3.548616,0.5719597
Belgium,BEL,1967,5.2881355,,3.4217832,0.19368584
Belgium,BEL,1968,6.41454,,3.701539,0.19481784
Belgium,BEL,1969,6.055819,,3.0177786,0.65005416
Belgium,BEL,1970,6.1126285,,3.2495522,0.663174
Belgium,BEL,1971,7.2062798,,3.4838536,0.60297465
Belgium,BEL,1972,5.3605614,,2.7802265,0.67239445
Belgium,BEL,1973,4.9467278,,3.3788443,1.172252
Belgium,BEL,1974,6.4459047,,2.0891366,0.48746517
Belgium,BEL,1975,6.4167085,,2.2423146,1.3465346
Belgium,BEL,1976,5.18856,,2.5927846,0.64987814
Belgium,BEL,1977,4.1057224,,1.8163929,0.60546434
Belgium,BEL,1978,5.4333763,,2.2161088,0.30567017
Belgium,BEL,1979,4.437273,1.2129613,2.4259226,0.29577047
Belgium,BEL,1980,4.6346784,1.975816,2.2919466,0.43725404
Belgium,BEL,1981,6.4040093,1.8556155,2.6508791,0.4418132
Belgium,BEL,1982,5.394662,1.3021894,1.986456,0.5697078
Belgium,BEL,1983,4.156514,2.2733474,1.7220172,0.18186778
Belgium,BEL,1984,2.4788568,1.650846,1.650846,0.3664346
Belgium,BEL,1985,3.8121378,1.390176,1.0194625,0
Belgium,BEL,1986,5.44,1.6024289,1.4337522,0.16450074
Belgium,BEL,1987,4.8551545,0.8411844,1.305118,0.46611354
Belgium,BEL,1988,2.9580936,1.1156564,0.5867069,0.41197473
Belgium,BEL,1989,2.6406999,1.0878661,1.0878661,0.42653018
Belgium,BEL,1990,2.134647,1.3022045,1.5033826,0.2790438
Belgium,BEL,1991,4.2290177,1.5787518,0.92867756,0.1685488
Belgium,BEL,1992,3.7240932,1.6620499,1.8213428,0.27700832
Belgium,BEL,1993,3.730738,1.2358903,1.1534976,0.18321729
Belgium,BEL,1994,2.777324,0.98627436,0.98627436,0
Belgium,BEL,1995,2.8099174,1.3969923,1.312336,0.3629764
Belgium,BEL,1996,3.843435,0.7403191,0.7268188,0.3243657
Belgium,BEL,1997,3.5222902,1.5461644,1.2345587,0
Belgium,BEL,1998,3.5171049,1.6443604,0.5788978,0.15944362
Belgium,BEL,1999,2.6538925,0.9150409,0.4592239,0.16026115
Belgium,BEL,2000,3.4326458,1.1733459,0.74114835,0
Belgium,BEL,2001,2.893193,0.591706,0.9298237,0.3297631
Belgium,BEL,2002,2.6932826,0.8486635,0.9379447,0.33414197
Belgium,BEL,2003,2.6746845,0.9499649,0.16878635,0
Belgium,BEL,2004,2.2101576,1.1180781,1.0320721,0
Belgium,BEL,2005,2.391166,1.4271483,1.3696578,0.21716093
Belgium,BEL,2006,2.5818028,1.1043181,0.8494755,0.3783744
Belgium,BEL,2007,2.448312,0.7585789,0.5900058,0.16920903
Belgium,BEL,2008,1.3158349,1.1153816,0.7501938,0
Belgium,BEL,2009,2.307691,1.1504718,0.5752359,0
Belgium,BEL,2010,2.3064477,1.1835332,0.73454994,0.19924287
Belgium,BEL,2011,1.7901897,1.7560146,0.4453847,0
Belgium,BEL,2012,2.2740192,1.4169992,0.3936109,0
Belgium,BEL,2013,1.1432005,1.3961952,0.77566403,0.15700288
Belgium,BEL,2014,2.1219883,1.1569299,0.23138596,0.15429717
Belgium,BEL,2015,1.2961196,1.361876,0.30819252,0
Belgium,BEL,2016,1.2791793,0.9330938,0.46095943,0.16965342
Belgium,BEL,2017,2.8312392,1.0217593,0.9265551,0.14967416
Belgium,BEL,2018,2.6181316,1.0874293,0.23302057,0.23302057
Belgium,BEL,2019,1.2073886,0.5476207,0.5105792,0.30054307
Belgium,BEL,2020,1.9299202,1.0441674,0,0
Belgium,BEL,2021,1.1736969,1.1981395,0.7188837,0.20725001
Belize,BLZ,1964,0,,0,0
Belize,BLZ,1965,0,,0,0
Belize,BLZ,1966,0,,0,0
Belize,BLZ,1967,0,,0,0
Belize,BLZ,1968,0,,0,0
Belize,BLZ,1969,0,,0,0
Belize,BLZ,1970,5.93155,,5.543237,0
Belize,BLZ,1971,0,,0,0
Belize,BLZ,1972,0,,0,0
Belize,BLZ,1973,5.464481,,4.347826,0
Belize,BLZ,1974,0,,0,0
Belize,BLZ,1975,0,,0,0
Belize,BLZ,1976,0,,4.878049,0
Belize,BLZ,1977,0,,0,0
Belize,BLZ,1978,,,0,0
Belize,BLZ,1979,4.5454545,,0,0
Belize,BLZ,1980,0,,0,0
Belize,BLZ,1982,0,,0,0
Belize,BLZ,1983,4.9261084,,0,0
Belize,BLZ,1984,0,,0,0
Belize,BLZ,1986,0,,6.25,23.255814
Belize,BLZ,1987,0,,,
Belize,BLZ,1989,0,,0,0
Belize,BLZ,1990,0,,0,0
Belize,BLZ,1991,0,,3.8535645,0
Belize,BLZ,1993,0,,3.717472,0
Belize,BLZ,1994,0,,3.4570975,0
Belize,BLZ,1995,0,,3.5714285,0
Belize,BLZ,1996,0,,6.817562,0
Belize,BLZ,1997,7.0467196,0,5.2645435,3.3206043
Belize,BLZ,1998,6.9854355,0,3.1967266,0
Belize,BLZ,1999,0,3.4612856,13.451709,0
Belize,BLZ,2000,3.385355,2.9395337,6.7369556,0
Belize,BLZ,2001,3.2879596,3.3172996,6.634599,0
Belize,BLZ,2002,0,0,3.2777214,0
Belize,BLZ,2003,0,2.731942,2.731942,0
Belize,BLZ,2004,3.0167732,0,0,0
Belize,BLZ,2005,5.874233,3.235513,0,0
Belize,BLZ,2006,5.71037,2.8922632,0,0
Belize,BLZ,2007,0,0,2.5781834,0
Belize,BLZ,2008,0,0,0,0
Belize,BLZ,2009,2.6824033,0,7.9394484,0
Belize,BLZ,2010,2.6490066,0,3.2723584,0
Belize,BLZ,2011,7.8143315,0,5.2090116,0
Belize,BLZ,2012,10.291243,2.8935604,2.5595086,0
Belize,BLZ,2013,2.5512156,0,6.619886,0
Belize,BLZ,2014,2.5402632,0,0,0
Belize,BLZ,2015,2.5415545,0,0,2.6359491
Belize,BLZ,2016,2.5479655,0,0,0
Belize,BLZ,2017,0,6.390185,0,2.893309
Belize,BLZ,2018,2.5892649,0,0,0
Belize,BLZ,2019,5.2288947,0,3.181471,0
Belize,BLZ,2020,0,3.167765,3.167765,0
Belize,BLZ,2021,0,2.5702977,2.5702977,0
Belize,BLZ,2022,5.2435637,0,4.245834,0
Bosnia and Herzegovina,BIH,1985,5.5089192,1.3912076,2.0064824,0.70546734
Bosnia and Herzegovina,BIH,1986,4.1983733,1.8090732,2.087392,0.56449336
Bosnia and Herzegovina,BIH,1987,6.3207793,1.396648,2.0949721,0.9248555
Bosnia and Herzegovina,BIH,1988,4.226096,1.8207283,1.9607843,0.77579516
Bosnia and Herzegovina,BIH,1989,3.4427967,1.9662921,2.1658416,0.9831461
Bosnia and Herzegovina,BIH,1990,2.3872678,1.5468992,1.1250175,0.31002945
Bosnia and Herzegovina,BIH,1991,2.3690445,1.072797,1.072797,0.7662835
Bosnia and Herzegovina,BIH,2011,0.36424962,1.5021782,1.2017425,0.55165416
Bosnia and Herzegovina,BIH,2014,1.5892314,0.98188907,0.7218184,0
Bosnia and Herzegovina,BIH,2016,2.087737,0.6323591,0.56821734,0
Bosnia and Herzegovina,BIH,2017,2.3850837,1.9348347,0.6591284,1.0989373
Bosnia and Herzegovina,BIH,2018,1.7355486,0.8550663,0.6816493,0
Bosnia and Herzegovina,BIH,2019,1.6811055,1.183509,0,0
Bosnia and Herzegovina,BIH,2020,2.7587576,2.371153,0,0
Bosnia and Herzegovina,BIH,2021,2.8082788,0.63883066,0,0
Bosnia and Herzegovina,BIH,2022,2.2556689,0.6568447,0,0
Bosnia and Herzegovina,BIH,2023,0.58465517,0.7763764,1.1417481,0
Brazil,BRA,1979,3.2123587,,1.4992504,0.5094227
Brazil,BRA,1980,3.6464057,,1.739536,0.62081265
Brazil,BRA,1981,3.2785742,,1.6573837,0.60688585
Brazil,BRA,1982,3.3420181,,1.6747038,0.5421703
Brazil,BRA,1983,3.5742013,,1.736932,0.59110254
Brazil,BRA,1984,3.482604,,1.8266249,0.5396846
Brazil,BRA,1985,3.3206577,,1.5407023,0.5890068
Brazil,BRA,1986,3.4313662,,1.8643832,0.5364918
Brazil,BRA,1987,3.5524588,,1.4916834,0.4775634
Brazil,BRA,1988,2.903321,,1.3900714,0.47268024
Brazil,BRA,1989,2.849791,,1.3871264,0.4605148
Brazil,BRA,1990,3.0422647,,1.3917627,0.3848963
Brazil,BRA,1991,3.0288184,,1.4142259,0.42286757
Brazil,BRA,1992,3.0249445,,1.3577182,0.30640018
Brazil,BRA,1993,3.0029442,,1.2930477,0.3274968
Brazil,BRA,1994,3.1708162,,1.3282892,0.37180743
Brazil,BRA,1995,2.9086895,,1.312465,0.2767589
Brazil,BRA,1996,3.3270488,0.7746164,1.2405297,0.30012813
Brazil,BRA,1997,3.4363413,0.9159622,1.3624939,0.33203632
Brazil,BRA,1998,3.588867,0.95726657,1.4330338,0.37258878
Brazil,BRA,1999,3.4100204,0.9819977,1.3638858,0.30436185
Brazil,BRA,2000,3.5592685,1.0889279,1.316508,0.35145292
Brazil,BRA,2001,3.4629307,1.0873932,1.3787107,0.27112722
Brazil,BRA,2002,3.6299484,1.0518174,1.4082184,0.34770826
Brazil,BRA,2003,3.47164,1.0415211,1.4820523,0.30632973
Brazil,BRA,2004,3.7372782,1.1059518,1.3706743,0.2794293
Brazil,BRA,2005,3.5935397,1.1522107,1.3630533,0.2524173
Brazil,BRA,2006,3.8579862,1.1468626,1.372623,0.35820642
Brazil,BRA,2007,4.034966,1.0258974,1.3800763,0.23204823
Brazil,BRA,2008,3.7936544,1.1097226,1.3732042,0.27898055
Brazil,BRA,2009,3.9685993,1.121047,1.4611399,0.23932464
Brazil,BRA,2010,3.8940327,1.0168136,1.3845294,0.175864
Brazil,BRA,2011,3.7632236,1.1448913,1.4270599,0.22703226
Brazil,BRA,2012,4.0562263,1.1983598,1.6153234,0.2232561
Brazil,BRA,2013,3.605661,1.2776363,1.4269704,0.2522087
Brazil,BRA,2014,3.6979642,1.3067789,1.3737932,0.19099076
Brazil,BRA,2015,4.066051,1.1491264,1.3383943,0.21630615
Brazil,BRA,2016,3.773931,1.1227976,1.5705597,0.2170968
Brazil,BRA,2017,3.5300293,1.2937304,1.3482033,0.204531
Brazil,BRA,2018,3.6856792,1.1442298,1.4174787,0.19810545
Brazil,BRA,2019,3.8575118,1.2099332,1.4110206,0.15921444
Brazil,BRA,2020,3.587098,1.0317464,1.2312174,0.16507943
Brazil,BRA,2021,3.556913,1.2106732,1.4266119,0.176999
Brunei,BRN,1996,6.8970275,0,2.9884646,0
Brunei,BRN,1997,3.3729088,3.131851,2.9257731,0
Brunei,BRN,1998,9.828976,0,3.1311154,0
Brunei,BRN,1999,6.3471913,0,2.8628685,0
Brunei,BRN,2000,0,3.178084,3.178084,0
Brunei,BRN,2001,0,3.633853,0,0
Brunei,BRN,2002,3.115265,0,0,0
Brunei,BRN,2003,12.46106,2.8735633,0,0
Brunei,BRN,2004,2.967359,0,2.9069767,0
Brunei,BRN,2005,2.915452,3.5893755,0,0
Brunei,BRN,2006,5.6657224,3.548616,3.548616,0
Brunei,BRN,2007,5.7449803,0,3.8470416,0
Brunei,BRN,2008,0,5.79811,0,0
Brunei,BRN,2009,0,0,0,0
Brunei,BRN,2010,0,3.1191516,0,0
Brunei,BRN,2011,2.8169014,5.586592,15.941336,0
Brunei,BRN,2012,0,5.1282053,16.666666,0
Brunei,BRN,2013,5.7496047,0,13.627691,0
Brunei,BRN,2014,2.9121406,0,3.4309437,0
Brunei,BRN,2015,2.9543843,0,12.924907,0
Brunei,BRN,2016,2.8044198,13.266705,5.7035303,0
Brunei,BRN,2017,3.0959752,5.6146636,4.277345,0
Brunei,BRN,2018,0,17.930826,0,0
Brunei,BRN,2019,0,0,0,3.7155383
Bulgaria,BGR,1964,7.0851636,,4.834996,0.69071376
Bulgaria,BGR,1965,4.7435517,,4.577902,1.241465
Bulgaria,BGR,1966,7.650434,,4.204625,1.2458148
Bulgaria,BGR,1967,6.1782875,,5.2025857,1.1824058
Bulgaria,BGR,1968,6.379822,,3.0815284,1.1445677
Bulgaria,BGR,1969,6.443878,,3.8491752,0.8818342
Bulgaria,BGR,1970,6.5230584,,2.737369,1.1731582
Bulgaria,BGR,1971,5.2283564,,2.8127198,1.4063599
Bulgaria,BGR,1972,5.2827845,,2.3459494,0.9557738
Bulgaria,BGR,1973,6.4283476,,2.6157467,1.6369164
Bulgaria,BGR,1974,5.544994,,2.3855329,0.6065332
Bulgaria,BGR,1975,7.7745385,,3.7611299,1.0746086
Bulgaria,BGR,1976,7.081925,,2.861446,0.6741952
Bulgaria,BGR,1977,7.867563,,3.7845058,0.81626594
Bulgaria,BGR,1978,7.754496,,3.18731,0.96360534
Bulgaria,BGR,1979,6.1949787,,3.2806442,0.74571216
Bulgaria,BGR,1980,5.9237914,0.9934597,3.4405384,1.2418246
Bulgaria,BGR,1981,7.2315674,2.030075,2.7067668,0.97744364
Bulgaria,BGR,1982,6.033416,1.7368977,3.7003474,0.91491306
Bulgaria,BGR,1983,5.6984444,2.126044,3.0372057,0.22779043
Bulgaria,BGR,1984,6.469501,2.1475687,4.5252337,1.0110371
Bulgaria,BGR,1985,6.0340924,2.4084377,3.571132,0.66439664
Bulgaria,BGR,1986,5.2806277,1.4951408,2.4919014,0.2763958
Bulgaria,BGR,1987,5.878895,2.4396193,2.6835814,0.5692445
Bulgaria,BGR,1988,4.672215,1.6408386,2.3701003,0.8204193
Bulgaria,BGR,1989,5.898835,1.9272666,2.5138261,0.7541478
Bulgaria,BGR,1990,5.4184227,1.790434,1.2788814,0.5968113
Bulgaria,BGR,1991,5.2404437,1.7412503,2.1765628,1.2188752
Bulgaria,BGR,1992,4.986702,2.2898579,1.9082148,0.54605025
Bulgaria,BGR,1993,4.9666038,1.6219723,1.6830016,0.18559761
Bulgaria,BGR,1994,5.2511816,1.6334865,2.143951,0.66785395
Bulgaria,BGR,1995,4.997323,1.4942529,2.7527792,0.4597701
Bulgaria,BGR,1996,5.253623,1.3227513,2.2045856,0.7174459
Bulgaria,BGR,1997,5.688073,1.6136469,1.9594283,0.4996877
Bulgaria,BGR,1998,4.276683,1.1806376,2.4207213,0.5247278
Bulgaria,BGR,1999,5.088579,1.7717034,1.8982536,0.4153399
Bulgaria,BGR,2000,3.4510856,0.72346336,1.1874566,0.5787707
Bulgaria,BGR,2001,4.578955,1.000586,1.8582313,0.62232596
Bulgaria,BGR,2002,3.9380116,1.1395417,1.6176114,0.38646296
Bulgaria,BGR,2003,4.571787,0.7515836,1.3528504,0.333245
Bulgaria,BGR,2004,3.9302633,1.5221951,1.6744146,0.67729914
Bulgaria,BGR,2005,4.7083898,1.6753072,1.0191914,0.45690197
Bulgaria,BGR,2006,3.7067535,1.6621511,2.194656,0.33763936
Bulgaria,BGR,2007,3.0986352,2.0812366,1.1892781,0.49862546
Bulgaria,BGR,2008,4.4869742,1.6246585,1.1372609,0.3009184
Bulgaria,BGR,2009,3.7221882,1.4255025,1.1177217,0.9580471
Bulgaria,BGR,2010,4.0739837,1.12641,0.4714157,0.29527095
Bulgaria,BGR,2011,1.9015685,1.3030844,1.4469128,0.60395956
Bulgaria,BGR,2012,3.8195577,1.4907573,0.5119889,0.616216
Bulgaria,BGR,2013,1.8898649,2.1495514,0.81935245,0.49161148
Bulgaria,BGR,2014,3.1442041,1.4678564,0.48928547,1.5154845
Bulgaria,BGR,2015,2.8395512,1.4637169,0.9715518,0.3252704
Bulgaria,BGR,2016,2.507491,0.97486633,0.7256069,0.32495543
Bulgaria,BGR,2017,2.1585019,1.4740523,0.91181254,0
Bulgaria,BGR,2018,2.7204468,1.3096098,0.8904918,0
Bulgaria,BGR,2019,3.5467753,1.8226526,0.45098135,0
Bulgaria,BGR,2020,2.3202798,0.67152965,1.0034959,0
Bulgaria,BGR,2021,2.8691235,0.9266395,0.7721996,0.39594394
Bulgaria,BGR,2022,1.5425148,1.3540251,0.7481082,0.8673309
Canada,CAN,1950,5.708679,,4.3515215,0.5779364
Canada,CAN,1951,6.0240965,,4.0149035,0.5781461
Canada,CAN,1952,5.7813296,,3.8229127,0.98655814
Canada,CAN,1953,5.4573593,,4.7517223,1.336422
Canada,CAN,1954,5.2034793,,4.081283,0.8562133
Canada,CAN,1955,5.029214,,3.714832,0.8467632
Canada,CAN,1956,6.1341143,,3.904292,1.1079748
Canada,CAN,1957,5.8610473,,4.0522976,1.0959044
Canada,CAN,1958,6.140351,,3.763097,0.56569433
Canada,CAN,1959,4.923151,,4.9333396,0.7046452
Canada,CAN,1960,5.9963098,,4.055456,0.707347
Canada,CAN,1961,5.926724,,3.9207547,0.6688346
Canada,CAN,1962,6.522987,,3.9642758,0.5695799
Canada,CAN,1963,4.885496,,4.6679444,0.789266
Canada,CAN,1964,5.039166,,4.54688,0.73914796
Canada,CAN,1965,5.5392156,,4.314006,0.7599803
Canada,CAN,1966,5.58846,,3.7126787,0.35570574
Canada,CAN,1967,5.5811357,,3.9609308,0.7373181
Canada,CAN,1968,5.397315,,4.0819135,0.66503084
Canada,CAN,1969,5.854697,,4.033771,0.58630395
Canada,CAN,1970,6.415292,,3.991152,0.6251202
Canada,CAN,1971,5.4037695,,3.9022236,0.515388
Canada,CAN,1972,5.629566,,4.170458,0.6824386
Canada,CAN,1973,4.7397413,,3.4136808,0.44299674
Canada,CAN,1974,5.2837906,,2.7297542,0.56200826
Canada,CAN,1975,4.321965,,3.3927984,0.57310045
Canada,CAN,1976,4.3505807,,2.6197808,0.6481932
Canada,CAN,1977,4.617056,,3.1649961,0.3331575
Canada,CAN,1978,5.0308495,,2.291783,0.4471772
Canada,CAN,1979,3.8842688,0.729927,2.723189,0.30881527
Canada,CAN,1980,3.967436,1.1518148,2.3879087,0.5899539
Canada,CAN,1981,4.893794,1.0111791,1.8819168,0.3370597
Canada,CAN,1982,3.8057086,1.3380666,1.7476789,0.27339002
Canada,CAN,1983,3.5807815,1.2272334,2.2592251,0.25102502
Canada,CAN,1984,3.6970587,1.2151339,1.8227009,0.2773754
Canada,CAN,1985,4.0818577,0.9887394,1.9500138,0.3021148
Canada,CAN,1986,3.0781286,1.2204593,1.6920004,0.38832796
Canada,CAN,1987,3.8579814,1.2380323,1.7882689,0.13755915
Canada,CAN,1988,3.6832414,1.1445701,1.4443384,0.18209961
Canada,CAN,1989,2.6526666,0.89416355,1.3547933,0.21088149
Canada,CAN,1990,3.500328,0.91231084,1.2074702,0.24149404
Canada,CAN,1991,3.088392,0.8389042,0.969983,0.15735641
Canada,CAN,1992,3.25346,1.1157885,0.88755894,0.19747792
Canada,CAN,1993,2.953608,0.80632967,0.9071209,0.1397663
Canada,CAN,1994,3.1226392,0.834771,0.80367684,0.20241891
Canada,CAN,1995,2.74547,0.6657974,0.7767637,0.1387078
Canada,CAN,1996,2.9862633,1.0294523,1.166116,0.10043438
Canada,CAN,1997,2.4769642,1.1586318,0.8311924,0.110680684
Canada,CAN,1998,1.7337109,0.7867391,0.88825387,0.3321368
Canada,CAN,1999,2.4657216,0.77094644,0.8737393,0.04845804
Canada,CAN,2000,1.9992237,0.7051324,0.6267844,0.09771355
Canada,CAN,2001,2.1167443,1.0063895,0.79451805,0.116159834
Canada,CAN,2002,1.995002,0.7795328,0.672011,0.1507762
Canada,CAN,2003,1.8854895,0.6297935,0.7368682,0.14995085
Canada,CAN,2004,2.4508002,0.9379983,0.66211647,0.05210363
Canada,CAN,2005,2.0404937,1.0035845,0.61330163,0.089972764
Canada,CAN,2006,1.8130065,1.0095946,0.56088585,0.12466178
Canada,CAN,2007,2.1819959,0.75406736,0.5027116,0.062296487
Canada,CAN,2008,1.7333245,0.69212544,0.7198105,0.15481505
Canada,CAN,2009,2.2275288,0.8487677,0.6844901,0.061331633
Canada,CAN,2010,1.7031529,0.86653614,0.5686643,0
Canada,CAN,2011,2.1279755,0.7213504,0.42746687,0.0551106
Canada,CAN,2012,1.9885335,0.9523331,0.21162958,0.10897045
Canada,CAN,2013,2.962676,0.89091575,0.6026783,0.058160417
Canada,CAN,2014,2.2469673,0.82921815,0.48720554,0.20061405
Canada,CAN,2015,2.4237201,1.2037241,0.46100074,0.15320756
Canada,CAN,2016,2.4511292,0.99808395,0.5370739,0.056534097
Canada,CAN,2017,1.521515,0.76464254,0.6372021,0.08460473
Canada,CAN,2018,1.7012546,0.98882353,0.5831523,0
Canada,CAN,2019,2.1341321,0.6818003,0.47978538,0.10099791
Canada,CAN,2020,2.0675724,0.8562252,0.3777464,0
Canada,CAN,2021,1.7433604,0.7522334,0.47418973,0.055787027
Canada,CAN,2022,2.2301285,0.97527087,0.4251181,0
Cape Verde,CPV,1980,,,0,2.61739
Cape Verde,CPV,2011,1.8762078,2.1335382,2.4062755,0
Chile,CHL,1955,4.025974,,1.7708334,0.64327484
Chile,CHL,1956,4.810127,,2.1838496,0.22818026
Chile,CHL,1957,4.0740743,,2.4740229,0.7422068
Chile,CHL,1958,4.347826,,2.4709303,0.62984496
Chile,CHL,1959,5.9031878,,2.6041667,0.5681818
Chile,CHL,1960,3.9301815,,2.734013,0.78776646
Chile,CHL,1961,3.3662477,,3.238575,0.8996042
Chile,CHL,1962,4.8314486,,2.905441,0.6603275
Chile,CHL,1963,4.289544,,3.0950437,0.62756455
Chile,CHL,1964,4.277963,,2.5933826,0.7529175
Chile,CHL,1965,5.0473185,,3.6664743,0.88876414
Chile,CHL,1966,3.8998358,,3.583652,1.0469096
Chile,CHL,1967,4.710363,,3.3074772,0.9449935
Chile,CHL,1968,8.044737,,3.0445507,0.8863882
Chile,CHL,1969,4.5733104,,3.8229613,0.90647537
Chile,CHL,1970,5.1059484,,3.0609367,1.167989
Chile,CHL,1971,5.9757404,,3.1109161,1.1167392
Chile,CHL,1972,5.341506,,3.0542722,1.2138773
Chile,CHL,1973,5.417491,,3.3075652,0.9230414
Chile,CHL,1974,4.975537,,3.344901,0.96756357
Chile,CHL,1975,4.187192,,2.7295284,1.4061208
Chile,CHL,1976,4.0562916,,2.9723127,1.3436482
Chile,CHL,1977,5.602007,,2.983871,1.2903225
Chile,CHL,1978,5.0675673,,2.8286853,1.0756972
Chile,CHL,1979,4.691296,,3.3654644,1.3711152
Chile,CHL,1980,4.814189,,2.5925925,0.86419755
Chile,CHL,1981,6.377551,,2.6005688,0.5688744
Chile,CHL,1982,3.5132818,,2.0449078,0.96230954
Chile,CHL,1983,4.4625034,,2.607077,1.0829974
Chile,CHL,1984,4.583982,,1.9801211,1.1259513
Chile,CHL,1985,4.269569,,2.6410472,0.77243274
Chile,CHL,1986,4.6646295,,2.362333,0.8553275
Chile,CHL,1987,4.078751,,2.184794,0.6674082
Chile,CHL,1988,3.6697247,,2.1603808,0.61730933
Chile,CHL,1989,4.1107383,,2.1528525,0.52370787
Chile,CHL,1990,3.5361843,,2.4078803,0.5107625
Chile,CHL,1991,3.7698739,,2.601532,0.56638885
Chile,CHL,1992,3.568532,,1.695514,0.59453034
Chile,CHL,1993,4.3366528,,1.4410235,0.31632224
Chile,CHL,1994,4.0341716,,2.0865211,0.24342746
Chile,CHL,1995,4.368064,,1.8794473,0.27077293
Chile,CHL,1996,3.403591,,1.7720935,0.17373465
Chile,CHL,1997,4.0177555,0.5387618,1.4645572,0.3078639
Chile,CHL,1998,3.215077,0.69577724,1.8274893,0.30923432
Chile,CHL,1999,3.8064787,0.46176168,1.633926,0.24864091
Chile,CHL,2000,3.4679093,0.78779453,1.4027026,0.23633836
Chile,CHL,2001,3.072308,1.0843208,1.2098025,0.24096018
Chile,CHL,2002,4.767594,0.6349218,1.5312821,0.2048111
Chile,CHL,2003,3.0174932,0.62742317,1.4081596,0.19029185
Chile,CHL,2004,3.6232502,0.7694106,1.4351577,0.11636413
Chile,CHL,2005,1.9204811,0.6543401,1.1446787,0.23683007
Chile,CHL,2006,2.2861924,0.51974905,1.4393051,0
Chile,CHL,2007,2.8877428,0.60564095,1.5746665,0.17940083
Chile,CHL,2008,3.2382255,0.609921,1.423149,0.08023628
Chile,CHL,2009,3.0936196,0.6536677,1.3890438,0.16265373
Chile,CHL,2010,2.5610683,0.9835509,1.3114012,0.27452153
Chile,CHL,2011,3.002804,0.8994916,1.0221496,0.13691984
Chile,CHL,2012,3.5366182,0.36419937,1.3874447,0.24924292
Chile,CHL,2013,3.601452,0.90709776,1.7095054,0
Chile,CHL,2014,2.9218338,1.308575,1.6631943,0.2256164
Chile,CHL,2015,3.2719648,0.7277853,1.0108129,0.08117147
Chile,CHL,2016,4.017236,1.1709677,1.3728588,0.17875098
Chile,CHL,2017,2.2868736,0.7275143,0.6870969,0.07980604
Chile,CHL,2018,3.4846961,0.8476731,1.0138808,0.13384312
Chile,CHL,2019,2.8947215,1.3464338,1.1016276,0.10364585
Chile,CHL,2020,2.7207923,0.78251195,1.3098062,0
Chile,CHL,2021,2.9387727,0.83542293,1.1472932,0.07933202
Chile,CHL,2022,2.4527276,1.0160089,1.2700112,0
Colombia,COL,1953,1.4978307,,0.6584232,0.16120218
Colombia,COL,1954,1.7627624,,0.7923625,0.20707154
Colombia,COL,1955,2.446281,,0.92934406,0.49048713
Colombia,COL,1956,2.2613902,,1.3245378,0.56042236
Colombia,COL,1957,1.5815778,,1.2350863,0.5330341
Colombia,COL,1958,2.50173,,1.1695666,0.41037425
Colombia,COL,1959,2.5274668,,1.0339617,0.5965164
Colombia,COL,1960,2.9989505,,1.579931,0.46241882
Colombia,COL,1961,3.1483097,,1.2323319,0.56015086
Colombia,COL,1962,3.3793297,,1.5921263,0.7236937
Colombia,COL,1963,3.774958,,1.560418,0.6662459
Colombia,COL,1964,3.8780186,,1.936536,0.8493579
Colombia,COL,1965,3.8962152,,0,0
Colombia,COL,1966,4.004505,,1.92985,0.93276083
Colombia,COL,1967,4.3891735,,2.3032088,0.96521705
Colombia,COL,1968,4.077109,,2.0760822,0.8395921
Colombia,COL,1969,3.5467827,,2.0663922,0.80277103
Colombia,COL,1972,4.8719773,,2.3030105,0.6168778
Colombia,COL,1974,4.522088,,2.1592975,0.80444413
Colombia,COL,1975,4.121387,,2.358358,0.6637295
Colombia,COL,1976,3.6575043,,2.584222,0.6778287
Colombia,COL,1977,4.270501,,2.2622848,0.51990396
Colombia,COL,1984,4.1379747,,2.3730154,1.0587362
Colombia,COL,1985,4.7003527,,2.903962,0.7882182
Colombia,COL,1986,4.662993,,2.8975303,0.75823224
Colombia,COL,1987,4.4512563,,2.8455484,0.58672094
Colombia,COL,1988,4.247331,,2.1371324,0.49700752
Colombia,COL,1989,4.350588,,2.4516513,0.5772203
Colombia,COL,1990,4.1152177,,2.332399,0.43961444
Colombia,COL,1991,4.344217,,2.3576605,0.5319849
Colombia,COL,1992,4.011124,,2.390951,0.5340195
Colombia,COL,1993,4.4993477,,2.3518965,0.48191482
Colombia,COL,1994,5.162144,,2.3650215,0.5466884
Colombia,COL,1995,3.9487062,,2.0596254,0.53526986
Colombia,COL,1996,4.4466095,,2.1547964,0.4263501
Colombia,COL,1997,4.2917166,0.538596,2.2002218,0.5042175
